carat,cut,color,clarity,depth,table,price,x,y,z
1.6,Premium,G,VVS1,61.5,58.0,1427932,7.48,7.58,4.63
1.71,Ideal,G,VS1,61.4,57.0,1427932,7.72,7.65,4.72
1.71,Very Good,G,VS1,61.3,54.0,1428098,7.69,7.74,4.73
2.6,Premium,J,SI2,58.3,61.0,1428347,9.05,8.94,5.24
2.61,Ideal,J,SI2,64.6,55.0,1428347,8.61,8.57,5.55
2.14,Ideal,I,SI1,62.1,58.0,1428679,8.21,8.26,5.11
2.05,Ideal,J,VVS2,62.7,56.0,1428762,8.18,8.11,5.11
1.41,Premium,D,VVS2,60.8,57.0,1428928,7.28,7.23,4.41
2.31,Premium,I,SI2,62.9,58.0,1429094,8.43,8.34,5.27
1.7,Very Good,G,VS1,61.8,53.0,1429177,7.63,7.67,4.73
2.15,Ideal,H,SI2,61.8,57.0,1429177,8.3,8.24,5.11
2.01,Ideal,F,SI2,60.0,56.0,1429260,8.17,8.22,4.92
2.15,Premium,H,SI2,62.8,58.0,1429343,8.22,8.17,5.15
1.53,Ideal,D,VS2,62.7,54.0,1429509,7.35,7.39,4.62
2.17,Ideal,I,SI1,60.4,56.0,1429592,8.36,8.43,5.07
2.01,Ideal,I,VS1,61.4,59.0,1429841,8.06,8.13,4.97
1.7,Premium,G,VVS2,61.5,60.0,1429924,7.64,7.59,4.68
2.52,Ideal,I,SI1,61.5,56.0,1430173,8.76,8.69,5.37
2.25,Premium,H,SI1,61.5,61.0,1430339,8.47,8.41,5.19
2.01,Premium,D,SI2,61.8,59.0,1430505,8.15,8.07,5.01
2.01,Premium,H,SI1,62.3,58.0,1430505,8.04,7.99,4.99
2.05,Premium,E,SI2,59.7,59.0,1430671,8.39,8.27,4.97
1.54,Ideal,F,VS2,61.8,56.0,1430920,7.36,7.39,4.56
2.01,Very Good,F,SI2,60.8,57.0,1431252,8.09,8.15,4.94
2.02,Ideal,H,SI1,62.5,54.0,1431335,8.07,8.1,5.05
2.0,Very Good,H,SI1,62.7,56.0,1431501,7.98,8.02,5.02
2.1,Ideal,I,SI1,60.8,60.0,1431750,8.24,8.35,5.04
2.12,Premium,I,VS2,61.5,58.0,1432082,8.3,8.26,5.09
1.61,Ideal,F,VS1,62.0,55.0,1432248,7.52,7.55,4.67
2.08,Premium,H,VS2,62.0,58.0,1432414,8.19,8.1,5.05
2.42,Premium,I,VS1,59.8,59.0,1432746,8.8,8.78,5.26
2.02,Very Good,D,SI2,62.3,56.0,1432829,7.99,8.06,5.0
2.16,Ideal,E,SI2,61.4,57.0,1432829,8.36,8.33,5.12
2.02,Ideal,G,SI2,61.7,57.0,1432995,8.15,8.1,5.01
2.02,Premium,H,SI1,62.1,61.0,1432995,8.06,7.99,4.98
1.86,Very Good,H,VVS2,58.6,62.0,1433161,8.07,8.14,4.75
1.8,Very Good,E,SI1,62.2,57.0,1433659,7.81,7.89,4.88
2.0,Premium,I,VS1,61.1,58.0,1434074,8.08,8.11,4.95
1.5,Very Good,F,VVS1,60.0,60.0,1434157,7.36,7.44,4.44
2.05,Premium,E,SI2,62.5,56.0,1435402,8.17,8.08,5.08
2.35,Premium,I,SI2,59.9,58.0,1435402,8.68,8.61,5.18
2.35,Premium,I,SI2,61.1,58.0,1435402,8.63,8.56,5.25
2.05,Ideal,H,SI1,62.4,57.0,1435402,8.14,8.08,5.06
2.03,Very Good,I,VS2,59.9,57.0,1435651,8.14,8.25,4.91
2.26,Ideal,H,SI2,62.2,56.0,1436896,8.38,8.35,5.2
2.16,Premium,I,SI1,62.9,55.0,1436979,8.28,8.2,5.18
2.01,Good,F,SI2,64.0,58.0,1436979,7.94,7.83,5.05
2.04,Very Good,I,VS2,60.3,59.0,1437145,8.18,8.2,4.94
1.51,Very Good,F,VVS2,63.1,56.0,1437311,7.32,7.26,4.6
2.04,Very Good,I,SI1,62.9,54.0,1437809,8.16,8.08,5.1
1.7,Premium,E,VS2,62.9,58.0,1437809,7.57,7.54,4.75
2.04,Ideal,J,IF,61.5,58.0,1438141,8.11,8.14,5.0
4.13,Fair,H,I1,64.8,61.0,1438307,10.0,9.85,6.43
1.58,Ideal,G,IF,62.2,57.0,1438307,7.45,7.51,4.65
1.7,Good,F,VS1,57.6,63.0,1438390,7.86,7.81,4.51
2.01,Premium,G,SI1,62.5,58.0,1438722,7.98,8.08,5.02
1.69,Good,G,VS1,58.1,58.0,1439054,7.8,7.84,4.54
2.54,Ideal,G,SI2,62.7,56.0,1439137,8.75,8.67,5.46
1.75,Ideal,G,VS2,61.5,57.0,1439469,7.76,7.72,4.76
2.01,Premium,H,SI1,61.8,58.0,1439801,8.13,8.06,5.0
1.67,Ideal,F,VS2,61.8,57.0,1440133,7.62,7.58,4.7
1.21,Ideal,E,IF,61.8,56.0,1440299,6.81,6.88,4.23
1.93,Premium,H,VS2,62.8,58.0,1440299,7.91,7.86,4.95
2.02,Very Good,I,SI1,60.4,58.0,1440631,8.2,8.16,4.94
1.79,Premium,G,VS2,61.2,58.0,1440714,7.9,7.82,4.81
1.6,Premium,G,VVS1,61.5,58.0,1440880,7.58,7.48,4.63
1.7,Ideal,F,VS2,62.4,57.0,1440880,7.65,7.57,4.75
2.01,Good,I,VS1,62.5,56.0,1441295,7.96,8.0,4.99
2.39,Ideal,J,VS1,62.1,57.0,1441295,8.53,8.57,5.31
1.59,Ideal,F,VS1,62.9,57.0,1441378,7.38,7.48,4.62
1.95,Very Good,H,VS2,61.7,55.0,1442042,8.0,8.05,4.95
1.97,Very Good,H,VS2,62.9,59.0,1442291,7.9,8.01,5.0
2.04,Premium,E,SI2,58.3,58.0,1442457,8.35,8.31,4.86
2.17,Ideal,I,SI1,60.4,56.0,1442623,8.43,8.36,5.07
2.01,Ideal,H,SI1,60.6,57.0,1442789,8.19,8.09,4.92
2.02,Ideal,H,SI1,62.0,56.0,1443536,8.06,8.13,5.02
1.59,Premium,E,VS1,61.2,58.0,1443619,7.49,7.58,4.61
2.03,Premium,G,SI2,60.1,60.0,1443619,8.27,8.2,4.95
1.69,Good,E,VS1,63.8,56.0,1444200,7.51,7.57,4.81
2.01,Ideal,H,SI1,61.9,57.0,1444449,8.14,8.05,5.01
2.01,Premium,G,SI2,60.1,60.0,1444449,8.25,8.18,4.94
2.01,Ideal,H,SI1,59.3,58.0,1444449,8.25,8.19,4.87
2.01,Ideal,H,SI1,61.6,57.0,1444449,8.1,8.04,4.97
2.5,Fair,F,SI2,65.8,58.0,1444615,8.38,8.31,5.49
2.0,Good,G,SI1,63.6,61.0,1444615,7.9,7.83,5.0
2.64,Ideal,H,SI2,62.3,55.0,1444781,8.88,8.83,5.52
2.05,Fair,I,VS1,67.7,58.0,1444864,7.74,7.68,5.22
1.61,Ideal,F,VS1,62.0,55.0,1445362,7.55,7.52,4.67
2.14,Premium,I,VS2,62.3,58.0,1445528,8.22,8.16,5.1
2.01,Very Good,I,VS2,63.8,59.0,1446026,7.89,7.85,5.02
1.65,Very Good,F,VS1,62.8,56.0,1446275,7.52,7.57,4.74
2.01,Premium,I,VS2,61.1,60.0,1446939,8.06,8.12,4.94
2.19,Ideal,H,SI2,62.0,56.0,1446939,8.36,8.48,5.22
2.01,Very Good,H,SI1,62.2,60.0,1447022,8.05,8.0,4.99
2.0,Premium,I,VS1,61.1,58.0,1447188,8.11,8.08,4.95
1.55,Ideal,D,VS2,62.5,55.0,1447603,7.38,7.43,4.63
1.76,Ideal,G,VS2,60.3,57.0,1447686,7.9,7.83,4.74
2.0,Good,H,SI1,58.0,58.0,1448101,8.21,8.26,4.78
2.48,Very Good,I,SI2,63.0,62.0,1448184,8.58,8.62,5.42
1.5,Good,E,VVS2,64.3,58.0,1448267,7.2,7.13,4.61
2.31,Premium,J,VS1,62.3,61.0,1448433,8.55,8.43,5.29
2.51,Premium,J,SI1,59.6,60.0,1448516,8.84,8.79,5.25
1.56,Ideal,F,VS1,61.7,56.0,1448765,7.48,7.46,4.61
2.01,Premium,H,SI1,59.6,59.0,1449014,8.27,8.19,4.9
2.2,Ideal,H,VS2,61.7,55.0,1449180,8.41,8.38,5.18
2.08,Ideal,H,SI1,61.3,56.0,1449927,8.24,8.27,5.06
2.08,Ideal,H,SI1,61.7,58.0,1449927,8.13,8.21,5.04
2.44,Very Good,J,SI1,62.9,53.0,1450176,8.58,8.62,5.41
2.18,Premium,H,SI2,59.1,60.0,1450259,8.49,8.45,5.01
2.01,Premium,I,SI1,60.2,59.0,1450342,8.18,8.12,4.91
2.18,Very Good,G,SI2,61.0,60.0,1450425,8.29,8.33,5.07
2.01,Very Good,H,SI1,60.1,60.0,1450508,8.25,8.2,4.94
1.7,Good,D,VS2,63.6,56.0,1451255,7.56,7.5,4.79
2.02,Premium,H,SI1,61.1,60.0,1451587,8.19,8.11,4.98
1.7,Premium,G,VS1,61.2,57.0,1451836,7.73,7.64,4.7
2.01,Ideal,G,SI1,59.2,57.0,1451836,8.23,8.19,4.86
1.31,Premium,D,VVS1,62.8,55.0,1452168,7.01,6.95,4.38
2.01,Good,I,VS2,65.0,57.0,1452251,7.85,7.99,5.15
1.14,Good,D,IF,61.7,63.0,1452417,6.64,6.74,4.13
2.33,Ideal,I,VS2,62.0,57.0,1452832,8.52,8.45,5.26
1.91,Very Good,F,SI1,62.2,54.0,1453247,7.91,7.97,4.94
2.14,Premium,G,SI2,60.4,59.0,1453579,8.32,8.38,5.04
2.01,Very Good,F,SI2,62.3,63.0,1453662,8.07,7.96,4.99
1.51,Premium,D,VS1,62.9,54.0,1453745,7.29,7.22,4.56
2.32,Ideal,I,SI2,62.0,57.0,1453828,8.45,8.49,5.25
2.05,Premium,H,SI1,60.2,58.0,1454243,8.25,8.22,4.96
2.52,Premium,H,SI2,62.4,57.0,1454326,8.72,8.66,5.43
2.01,Ideal,I,VS1,62.5,56.0,1454409,8.0,7.96,4.99
2.21,Premium,G,SI2,62.4,60.0,1454575,8.34,8.29,5.19
2.02,Very Good,F,SI1,62.7,59.0,1454990,7.97,8.03,5.02
2.02,Good,I,VS1,57.9,63.0,1455239,8.13,8.21,4.73
2.36,Ideal,J,VS2,60.1,59.0,1455322,8.64,8.69,5.21
2.0,Ideal,F,SI2,62.9,56.0,1455322,7.94,8.01,5.02
1.97,Premium,H,VS2,62.9,59.0,1455405,8.01,7.9,5.0
2.29,Premium,H,VS2,61.6,60.0,1455737,8.45,8.43,5.2
1.45,Very Good,D,VVS2,62.0,56.0,1456235,7.25,7.32,4.52
1.57,Ideal,E,VS2,60.5,57.0,1456484,7.53,7.57,4.57
1.59,Premium,E,VS1,61.2,58.0,1456816,7.58,7.49,4.61
1.89,Ideal,H,VS1,61.6,56.0,1456899,7.92,7.95,4.89
2.19,Premium,H,SI2,61.7,58.0,1456982,8.38,8.28,5.14
2.01,Ideal,G,SI2,61.9,57.0,1457065,8.0,8.08,4.98
1.65,Ideal,G,IF,62.4,55.0,1458227,7.53,7.61,4.72
2.36,Ideal,H,SI2,62.2,55.0,1458227,8.51,8.56,5.3
2.01,Very Good,I,VS2,62.4,58.0,1458310,8.06,7.99,5.01
2.0,Premium,I,VS2,62.5,57.0,1458642,8.01,7.92,4.98
2.02,Premium,G,SI1,61.8,58.0,1459057,8.16,8.1,4.94
2.02,Very Good,I,VS2,63.1,55.0,1459223,8.0,8.09,5.08
2.14,Very Good,F,SI2,58.2,61.0,1459306,8.45,8.5,4.93
1.03,Ideal,D,IF,62.0,56.0,1459970,6.55,6.44,4.03
2.53,Premium,H,SI2,59.6,59.0,1460053,8.9,8.82,5.29
2.01,Premium,I,VS2,61.1,60.0,1460136,8.12,8.06,4.94
1.71,Ideal,G,VS1,62.2,55.0,1460385,7.72,7.65,4.78
1.7,Very Good,F,VS2,60.8,60.0,1460551,7.65,7.68,4.66
1.7,Good,F,VS2,62.2,56.0,1460551,7.54,7.6,4.71
1.38,Very Good,F,IF,58.2,60.0,1460634,7.32,7.39,4.28
2.0,Good,H,SI1,63.3,59.0,1460800,7.96,8.03,5.06
1.64,Ideal,G,VVS2,61.8,56.0,1461132,7.59,7.6,4.69
1.72,Premium,G,VS1,59.4,60.0,1461215,7.82,7.86,4.66
2.1,Premium,J,VVS1,61.3,58.0,1461298,8.29,8.24,5.07
2.0,Ideal,I,VS1,62.0,57.0,1461381,8.04,7.99,4.97
2.48,Premium,I,SI2,63.0,62.0,1461381,8.62,8.58,5.42
2.52,Good,G,SI2,63.7,59.0,1461464,8.57,8.52,5.44
2.01,Ideal,G,SI2,60.9,55.0,1461547,8.16,8.19,4.98
1.74,Premium,G,VS2,61.0,58.0,1461962,7.77,7.75,4.73
2.07,Ideal,G,SI2,62.2,54.0,1461962,8.16,8.21,5.09
2.08,Premium,H,SI1,62.6,59.0,1462211,8.1,8.13,5.08
2.2,Premium,H,SI2,62.7,58.0,1463622,8.33,8.27,5.2
2.05,Premium,I,VS1,60.6,60.0,1464120,8.21,8.18,4.97
2.39,Premium,I,VS1,61.2,60.0,1464286,8.63,8.6,5.27
1.51,Ideal,E,VS1,62.2,57.0,1464867,7.37,7.32,4.57
2.06,Premium,G,SI2,62.7,58.0,1464950,8.12,8.09,5.08
2.02,Very Good,F,SI1,60.1,60.0,1465614,8.21,8.29,4.96
1.52,Ideal,D,VS1,61.2,57.0,1465697,7.4,7.46,4.55
1.7,Ideal,F,VS2,61.3,54.0,1465946,7.72,7.67,4.72
1.34,Premium,E,IF,61.8,58.0,1466029,7.15,7.08,4.4
2.29,Premium,H,SI2,62.5,58.0,1466278,8.43,8.37,5.25
1.5,Premium,E,VVS2,58.7,61.0,1466361,7.49,7.36,4.36
2.02,Very Good,H,SI1,63.4,60.0,1466776,7.96,8.04,5.07
2.28,Premium,I,SI1,61.6,58.0,1466859,8.43,8.46,5.2
2.14,Premium,G,SI2,60.4,59.0,1466859,8.38,8.32,5.04
2.0,Premium,D,SI2,61.6,59.0,1466942,8.09,8.2,5.02
2.01,Very Good,E,SI1,62.7,57.0,1467108,8.03,8.11,5.06
2.32,Ideal,I,SI2,62.0,57.0,1467108,8.49,8.45,5.25
1.71,Very Good,F,VS1,61.9,61.0,1467855,7.61,7.67,4.73
2.01,Ideal,E,SI2,62.2,57.0,1468104,8.04,8.09,5.02
2.01,Premium,H,SI1,62.7,59.0,1468104,8.03,8.08,5.05
1.51,Very Good,E,VVS2,60.2,61.0,1468187,7.34,7.4,4.44
2.52,Very Good,G,SI2,63.2,58.0,1468187,8.65,8.61,5.45
2.02,Premium,G,SI1,62.8,60.0,1468436,8.02,7.96,5.02
2.12,Very Good,F,SI2,60.6,58.0,1468602,8.27,8.32,5.03
2.0,Ideal,F,SI2,62.0,57.0,1469930,8.03,8.1,5.0
2.11,Ideal,I,VS2,62.2,55.0,1470096,8.2,8.26,5.12
1.99,Fair,H,VS2,60.5,63.0,1470179,8.2,8.11,4.93
2.21,Premium,I,SI1,61.1,59.0,1470262,8.42,8.37,5.13
2.31,Very Good,I,SI1,62.5,55.0,1470345,8.39,8.44,5.26
2.0,Premium,I,VS2,61.8,56.0,1470428,8.11,8.04,4.99
1.52,Premium,D,VS1,61.0,59.0,1471009,7.48,7.53,4.5
2.0,Very Good,G,SI1,63.0,55.0,1471092,7.96,8.1,5.06
1.65,Ideal,G,IF,62.4,55.0,1471507,7.61,7.53,4.72
2.12,Ideal,F,SI2,62.3,57.0,1471590,8.19,8.22,5.11
2.0,Good,G,SI1,64.2,59.0,1472420,7.84,7.93,5.06
2.14,Premium,F,SI2,58.2,61.0,1472586,8.5,8.45,4.93
2.01,Premium,F,SI2,61.3,61.0,1472918,8.02,7.96,4.9
2.17,Ideal,I,SI1,60.7,57.0,1473001,8.38,8.42,5.1
2.01,Very Good,I,VS1,59.7,63.0,1473333,8.24,8.15,4.89
2.03,Very Good,G,SI2,62.7,55.0,1473416,8.07,8.14,5.08
2.56,Ideal,J,SI1,61.4,58.0,1473499,8.73,8.76,5.37
2.01,Very Good,E,SI2,59.3,61.0,1473997,8.14,8.19,4.84
2.01,Very Good,H,SI1,62.8,59.0,1473997,7.99,8.04,5.03
2.0,Premium,E,SI2,62.2,56.0,1474080,8.14,8.06,5.04
2.0,Very Good,H,SI1,63.3,59.0,1474080,8.03,7.96,5.06
2.0,Good,E,SI2,57.7,61.0,1474080,8.31,8.19,4.76
2.0,Good,D,VS2,63.7,60.0,1474080,7.88,7.81,5.0
2.0,Ideal,G,VS2,62.3,57.0,1474080,8.06,7.97,4.99
2.0,Premium,H,SI1,62.6,56.0,1474080,8.01,7.96,5.0
1.87,Ideal,H,VS1,59.7,60.0,1474163,7.98,8.04,4.78
1.72,Premium,G,VS1,59.4,60.0,1474495,7.86,7.82,4.66
1.71,Premium,F,VS2,61.4,60.0,1474578,7.72,7.62,4.71
2.16,Very Good,I,SI1,58.5,60.0,1475076,8.49,8.54,4.98
1.55,Premium,D,VS1,59.7,60.0,1475159,7.62,7.56,4.53
2.05,Premium,D,SI1,60.4,58.0,1475408,8.26,8.16,4.96
2.08,Premium,H,SI1,62.6,59.0,1475574,8.13,8.1,5.08
2.21,Very Good,I,SI1,62.9,59.0,1476072,8.3,8.34,5.23
2.01,Ideal,F,SI2,61.3,60.0,1477234,8.05,8.1,4.95
2.72,Ideal,J,SI2,62.1,56.0,1477483,8.97,8.93,5.56
1.69,Very Good,E,VS2,62.7,58.0,1477649,7.52,7.6,4.74
2.03,Premium,F,SI1,61.3,59.0,1477649,8.15,8.22,5.02
2.01,Good,G,SI1,63.9,60.0,1477732,7.81,7.75,4.97
2.09,Premium,H,SI2,60.6,59.0,1477815,8.27,8.22,5.0
2.17,Ideal,H,SI2,62.0,56.0,1477815,8.25,8.29,5.13
2.05,Very Good,H,SI1,62.5,57.0,1478313,8.09,8.07,5.05
2.11,Premium,G,SI1,61.6,59.0,1478728,8.24,8.19,5.06
2.16,Ideal,H,SI1,61.9,57.0,1479060,8.3,8.38,5.16
1.63,Ideal,E,VS2,61.3,55.0,1479475,7.6,7.63,4.67
2.02,Premium,E,SI2,59.8,58.0,1479475,8.2,8.16,4.89
2.01,Premium,I,VS2,60.3,58.0,1479558,8.22,8.16,4.94
2.36,Ideal,J,VS1,61.6,57.0,1479807,8.6,8.55,5.28
2.0,Premium,D,SI2,61.6,59.0,1480305,8.2,8.09,5.02
2.1,Very Good,I,VS2,59.4,60.0,1480471,8.39,8.47,5.01
2.01,Ideal,H,VS1,62.9,54.0,1480554,8.01,7.96,5.02
2.09,Premium,F,SI2,61.7,59.0,1480720,8.21,8.23,5.07
2.18,Premium,G,SI2,61.9,60.0,1480803,8.24,8.29,5.12
2.01,Premium,H,SI1,62.7,59.0,1481467,8.08,8.03,5.05
2.01,Ideal,E,SI2,62.2,57.0,1481467,8.09,8.04,5.02
2.01,Premium,H,SI1,61.1,60.0,1481467,8.15,8.11,4.97
2.01,Premium,H,SI1,61.3,59.0,1481467,8.16,8.08,4.98
2.43,Ideal,I,SI2,62.3,59.0,1482048,8.54,8.61,5.34
2.03,Ideal,H,SI1,60.8,57.0,1482712,8.18,8.24,4.99
2.0,Good,F,SI1,63.0,64.0,1483127,7.67,7.76,4.86
2.11,Very Good,E,SI2,62.4,61.0,1483293,8.1,8.19,5.08
2.0,Ideal,F,SI2,62.0,57.0,1483293,8.1,8.03,5.0
2.01,Very Good,I,VS1,62.8,59.0,1483791,8.02,8.07,5.05
2.02,Ideal,H,SI1,61.7,57.0,1484206,8.14,8.08,5.0
2.02,Very Good,H,VS2,61.5,59.0,1484621,8.08,8.21,5.01
1.76,Very Good,G,VVS2,61.1,59.0,1484704,7.81,7.9,4.8
2.0,Ideal,I,VS1,62.0,57.0,1484787,8.04,7.99,4.97
2.32,Ideal,J,VS1,62.5,54.5,1484953,8.44,8.47,5.28
2.16,Premium,J,VVS1,61.5,58.0,1484953,8.36,8.26,5.11
2.28,Premium,H,SI2,62.1,59.0,1485036,8.4,8.44,5.23
1.7,Ideal,F,VS2,62.3,56.0,1485036,7.61,7.65,4.75
2.01,Ideal,H,SI1,61.9,60.0,1485036,8.09,8.07,5.0
2.02,Premium,I,VS2,59.0,59.0,1485119,8.34,8.27,4.9
2.48,Very Good,H,SI1,63.3,56.0,1485119,8.6,8.55,5.43
2.07,Very Good,H,SI1,62.1,59.0,1485119,8.15,8.2,5.08
1.58,Ideal,E,VS1,62.6,56.0,1485202,7.41,7.44,4.65
2.2,Ideal,I,SI1,61.7,55.0,1485285,8.37,8.41,5.18
2.0,Good,G,VS2,64.1,55.0,1485534,7.94,7.88,5.07
2.0,Good,G,SI1,64.2,59.0,1485866,7.93,7.84,5.06
1.74,Premium,G,VS1,61.7,58.0,1486032,7.78,7.69,4.77
1.74,Premium,G,VS1,62.4,58.0,1486032,7.71,7.61,4.78
2.2,Premium,I,VS2,58.9,60.0,1486115,8.63,8.52,5.05
1.07,Very Good,D,IF,59.0,59.0,1486447,6.63,6.72,3.94
2.08,Ideal,I,VS2,62.0,56.0,1487028,8.16,8.18,5.06
2.01,Fair,G,VS2,67.5,55.0,1487111,7.7,7.79,5.23
2.39,Very Good,J,VS1,59.6,60.0,1487360,8.71,8.77,5.21
2.41,Good,I,SI2,57.7,61.0,1487609,8.87,8.83,5.11
2.57,Premium,D,SI2,58.9,58.0,1487692,8.99,8.94,5.28
2.0,Good,G,SI1,59.1,61.0,1488190,8.14,8.18,4.82
1.29,Very Good,D,VVS1,60.8,55.0,1488356,7.03,7.12,4.3
2.16,Premium,I,SI1,58.5,60.0,1488522,8.54,8.49,4.98
2.02,Ideal,I,VS1,62.3,59.0,1488688,8.02,8.06,5.01
1.51,Premium,D,VS1,63.0,52.0,1488688,7.37,7.3,4.62
0.41,Good,G,SI1,64.3,54.0,53618,4.68,4.72,3.02
0.34,Ideal,E,VS2,62.0,56.0,53618,4.46,4.48,2.77
0.34,Ideal,E,VS2,62.2,57.0,53618,4.42,4.46,2.76
0.28,Premium,E,VVS2,60.1,59.0,53618,4.22,4.26,2.55
0.28,Ideal,E,VVS2,62.1,56.0,53618,4.19,4.21,2.61
0.28,Very Good,E,VVS1,61.1,60.0,53618,4.17,4.21,2.56
0.28,Ideal,E,VVS2,62.4,56.0,53618,4.16,4.2,2.61
0.28,Premium,E,VVS1,61.3,60.0,53618,4.18,4.21,2.57
0.28,Ideal,F,IF,62.4,55.0,53618,4.17,4.2,2.61
0.28,Ideal,E,VVS2,60.3,57.0,53618,4.21,4.25,2.55
0.28,Ideal,E,VVS1,62.0,56.0,53618,4.19,4.23,2.61
0.31,Ideal,G,VVS2,62.2,53.0,53701,4.36,4.39,2.72
0.34,Ideal,H,SI1,61.5,55.0,53701,4.53,4.55,2.79
0.32,Ideal,G,SI1,61.5,55.0,53701,4.4,4.44,2.72
0.32,Ideal,G,SI1,61.9,55.0,53701,4.39,4.43,2.73
0.29,Ideal,D,VS1,62.9,55.0,53701,4.25,4.21,2.66
0.29,Ideal,D,VS1,61.7,57.0,53701,4.26,4.23,2.62
0.35,Premium,H,SI1,61.3,55.0,53701,4.58,4.55,2.8
0.35,Premium,H,SI1,62.4,58.0,53701,4.54,4.47,2.81
0.35,Very Good,H,SI1,63.2,57.0,53701,4.51,4.48,2.84
0.35,Very Good,H,SI1,63.3,54.0,53701,4.53,4.51,2.86
0.41,Good,J,VS1,63.7,56.0,53701,4.68,4.71,2.99
0.41,Very Good,F,SI2,60.8,58.0,53701,4.78,4.83,2.92
0.41,Very Good,J,VS1,62.0,55.0,53701,4.74,4.77,2.95
0.41,Very Good,J,VS1,61.3,59.0,53701,4.74,4.78,2.92
0.41,Ideal,J,VS1,62.1,56.0,53701,4.75,4.79,2.96
0.41,Very Good,J,VS1,60.8,61.0,53701,4.72,4.79,2.89
0.41,Ideal,J,VS1,60.2,57.0,53701,4.81,4.85,2.91
0.41,Premium,J,VS1,62.1,58.0,53701,4.75,4.79,2.96
0.41,Ideal,J,VS1,62.7,57.0,53701,4.72,4.75,2.97
2.02,Premium,E,SI2,58.2,60.0,1488854,8.32,8.25,4.82
1.54,Ideal,F,VS1,60.5,56.0,1489767,7.52,7.49,4.54
2.04,Very Good,H,SI1,62.5,61.0,1490016,8.04,8.08,5.04
2.04,Very Good,H,SI1,63.0,58.0,1490016,8.03,8.1,5.08
2.0,Very Good,D,SI2,60.0,56.0,1490099,8.16,8.23,4.92
2.4,Very Good,I,SI2,60.6,58.5,1490265,8.59,8.67,5.24
2.39,Ideal,I,VS2,62.2,55.0,1490265,8.58,8.56,5.33
2.05,Ideal,F,SI2,62.0,56.0,1490431,8.12,8.19,5.06
2.03,Premium,H,VS2,62.6,59.0,1491925,8.06,8.1,5.06
2.01,Ideal,H,VS1,61.9,57.0,1492589,8.15,8.05,5.01
2.08,Ideal,J,IF,61.0,55.0,1492838,8.32,8.25,5.05
2.01,Premium,G,VS2,61.4,58.0,1492921,8.11,7.99,4.94
2.05,Premium,G,SI2,58.7,60.0,1493004,8.4,8.32,4.91
2.24,Ideal,F,SI2,60.3,59.0,1493087,8.47,8.5,5.12
1.93,Fair,F,VS1,58.9,62.0,1493585,8.17,7.97,4.75
2.54,Very Good,I,SI2,62.4,60.0,1493668,8.58,8.73,5.4
2.09,Ideal,I,VS2,62.5,56.0,1493917,8.13,8.17,5.1
2.35,Premium,H,SI1,62.6,60.0,1493917,8.42,8.38,5.26
2.16,Ideal,G,SI2,62.5,54.2,1494083,8.23,8.27,5.16
2.09,Premium,F,SI2,61.7,59.0,1494166,8.23,8.21,5.07
2.18,Premium,G,SI2,61.9,60.0,1494249,8.29,8.24,5.12
2.06,Very Good,G,SI2,62.3,59.0,1494415,8.07,8.2,5.07
2.25,Premium,D,SI2,60.4,59.0,1494581,8.54,8.48,5.13
1.76,Very Good,G,VS1,62.8,55.4,1495162,7.7,7.74,4.85
2.05,Ideal,G,SI2,61.6,56.0,1495411,8.11,8.16,5.01
5.01,Fair,J,I1,65.5,59.0,1495494,10.74,10.54,6.98
2.51,Premium,J,VS2,62.2,58.0,1495660,8.73,8.67,5.41
2.0,Good,H,VS2,63.8,59.0,1495909,7.88,8.01,5.07
2.04,Good,H,SI1,58.4,60.0,1496158,8.31,8.36,4.87
2.03,Ideal,H,SI1,60.8,57.0,1496158,8.24,8.18,4.99
2.32,Fair,H,SI1,62.0,62.0,1496158,8.47,8.31,5.2
2.32,Premium,I,SI1,61.2,58.0,1496158,8.57,8.52,5.23
2.01,Very Good,H,SI1,58.2,63.0,1496241,8.32,8.23,4.82
2.01,Good,E,SI1,58.7,59.0,1496241,8.23,8.27,4.84
2.26,Very Good,D,SI2,61.6,61.0,1496324,8.47,8.38,5.19
2.51,Very Good,H,SI2,63.6,58.0,1496407,8.51,8.59,5.44
2.16,Ideal,I,SI1,62.0,56.0,1496407,8.28,8.3,5.14
2.11,Premium,E,SI2,62.4,61.0,1496822,8.19,8.1,5.08
2.25,Premium,I,SI1,60.1,60.0,1496822,8.55,8.51,5.13
2.51,Ideal,I,SI2,58.4,62.0,1497071,8.87,8.79,5.15
2.01,Very Good,I,VS1,62.9,59.0,1497403,7.94,8.03,5.02
2.02,Ideal,H,VS2,61.6,56.0,1498150,8.17,8.12,5.02
2.28,Premium,H,SI2,62.1,59.0,1498565,8.44,8.4,5.23
1.7,Ideal,F,VS2,62.3,56.0,1498565,7.65,7.61,4.75
1.58,Ideal,E,VS1,62.6,56.0,1498731,7.44,7.41,4.65
2.2,Ideal,I,SI1,61.7,55.0,1498897,8.41,8.37,5.18
2.21,Ideal,I,SI1,61.6,57.0,1499146,8.38,8.43,5.18
2.0,Ideal,H,SI1,61.8,57.0,1499146,8.1,8.15,5.02
2.04,Premium,F,SI2,60.2,58.0,1499478,8.17,8.24,4.94
2.19,Very Good,E,SI2,62.4,61.0,1499561,8.23,8.31,5.16
2.29,Very Good,I,SI1,61.8,59.0,1499644,8.44,8.51,5.24
